Person Number,Location Code,Craft Vs Professionals,Area,Business Function
533474,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533592,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Information Technology
533723,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533344,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Human Resources
533695,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533361,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Project Execution and Delivery
533510,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Finance
533666,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533261,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533401,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533297,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Finance
533415,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533462,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533540,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
530317,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533555,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Information Technology
533356,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Onshore Construction
547617,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533461,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Supply Chain
533431,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533568,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533493,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533298,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533548,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533573,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533714,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
20005006,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533277,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
20003842,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Human Resources
533564,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Human Resources
536751,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Onshore Construction
533326,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Onshore Construction
530174,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533383,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533303,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533426,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533622,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
538246,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Commercial
547166,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
538258,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Onshore Construction
533605,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533371,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533271,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533430,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
534625,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533651,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Supply Chain
539589,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Human Resources
533341,Litvinov CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",QHSES
533324,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Information Technology
536103,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533304,Litvinov CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
529210,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Onshore Construction
533679,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Onshore Construction
533374,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Finance
533719,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533467,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533339,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
536122,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Commercial
534624,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Finance
540097,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533318,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Finance
540767,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533457,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
529266,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533501,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533463,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533713,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Commercial
542730,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
542080,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533301,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Onshore Construction
533406,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Onshore Construction
531430,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
530088,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Onshore Construction
533680,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Supply Chain
533649,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Finance
533662,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533620,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533381,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Supply Chain
542728,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533423,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Onshore Construction
533395,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
535466,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Commercial
533591,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533435,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
530908,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Finance
533565,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533382,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Commercial
528361,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533465,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533623,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Human Resources
527878,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Onshore Construction
533640,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Project Execution and Delivery
533692,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533405,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533589,Milan IT,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533393,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533312,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533267,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533315,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Human Resources
533546,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
536148,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Commercial
533385,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533588,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Onshore Construction
533598,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533584,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533558,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533667,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Project Execution and Delivery
533595,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533635,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533627,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Project Management & Controls
533551,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Project Management & Controls
533528,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533273,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533517,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533686,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533265,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
534652,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533331,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Onshore Construction
533428,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533725,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533377,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Supply Chain
533458,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Finance
533556,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Information Technology
533550,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
547438,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533571,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Commercial
533728,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533451,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Finance
543478,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533637,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
535464,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Finance
544923,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
530099,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
529429,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533358,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Supply Chain
533585,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Onshore Construction
533574,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
529580,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533394,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Onshore Construction
533446,Litvinov CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533391,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533580,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Supply Chain
533441,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533355,Pancevo RS,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533464,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Finance
533593,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Commercial
533576,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Onshore Construction
533403,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533687,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533613,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Project Execution and Delivery
533557,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533492,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Project Execution and Delivery
533354,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533560,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Project Execution and Delivery
533661,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533711,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
547609,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533638,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
544845,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Information Technology
533608,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Project Execution and Delivery
533519,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Project Execution and Delivery
541941,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533634,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533334,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533291,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Project Execution and Delivery
546817,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Commercial
533579,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Project Management & Controls
533630,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533422,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Project Execution and Delivery
533419,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533520,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533602,Pancevo RS,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533647,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Information Technology
533615,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Finance
533453,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533330,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533398,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Information Technology
533724,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533388,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533284,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
534671,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Supply Chain
531057,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533325,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533626,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533320,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Finance
534546,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Commercial
533293,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
535387,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Human Resources
533646,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533449,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
529831,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
542091,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Finance
536109,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Supply Chain
533530,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533313,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533421,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Onshore Construction
533480,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Onshore Construction
533665,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533495,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Onshore Construction
533497,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Onshore Construction
533536,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533549,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533621,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
541930,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533655,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
542716,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533489,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Commercial
535462,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Commercial
533399,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533641,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
543462,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Commercial
533487,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Commercial
533694,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",QHSES
533648,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533490,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533616,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533597,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533348,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
548107,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Onshore Construction
536163,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Onshore Construction
533505,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533582,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
528218,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533275,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Supply Chain
533448,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533524,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533561,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Onshore Construction
533650,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Commercial
533715,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533375,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Onshore Construction
533276,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Onshore Construction
533413,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533506,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533645,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
530379,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
533670,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Engineering
530093,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Onshore Construction
536732,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Onshore Construction
533349,Sohar OM Sohar Refinery,PROFESSIONAL,Middle East and North Africa,Engineering
530890,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Information Technology
533654,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Information Technology
533322,Brno CZ,PROFESSIONAL,"Europe, Africa, Russia and Caspian",Onshore Construction
